pet_sale_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
ANSL_31023,2010-08-05 00:00:00,2016-10-31 17:09:00,1.0,Brown,0.24,32.6,0,1,0,2
ANSL_39382,2014-08-03 00:00:00,2016-08-24 14:23:00,2.0,Black Brindle,0.93,22.5,1,4,0,2
ANSL_24495,2008-08-01 00:00:00,2016-05-13 11:15:00,0.0,Yellow,0.37,18.76,0,7,1,2
ANSL_3328,2015-05-10 00:00:00,2015-07-01 10:41:00,,Brown,0.82,28.32,15,4,2,4
ANSL_43740,2013-09-09 00:00:00,2017-10-26 17:21:00,1.0,Red,0.89,26.18,0,1,0,2
ANSL_25347,2013-05-12 00:00:00,2016-06-04 18:05:00,1.0,Black,0.99,35.6,0,1,0,2
ANSL_7322,2014-02-24 00:00:00,2015-03-19 17:01:00,1.0,Black,0.6,44.68,13,9,0,2
ANSL_46630,2016-12-12 00:00:00,2018-01-05 14:12:00,0.0,Brown Tabby,0.08,12.02,13,9,1,1
ANSL_1709,2006-06-27 00:00:00,2016-01-25 15:02:00,1.0,Orange Tabby,0.21,8.55,18,4,0,1
ANSL_44202,2000-11-10 00:00:00,2017-02-27 13:29:00,2.0,Black,0.86,41.23,0,7,1,1
ANSL_15957,2013-03-20 00:00:00,2015-04-15 17:34:00,1.0,Black,0.4,23.34,0,1,0,2
ANSL_48271,2017-06-26 00:00:00,2017-07-31 17:52:00,2.0,Brown Tabby,0.92,32.57,18,4,0,1
ANSL_35716,2015-11-21 00:00:00,2019-01-13 11:40:00,2.0,Brown,0.92,22.55,13,9,1,2
ANSL_46831,2018-04-02 00:00:00,2019-02-09 16:54:00,1.0,Tan,0.87,18.43,0,1,0,2
ANSL_4306,2005-10-17 00:00:00,2015-11-13 12:41:00,0.0,Gray,0.27,40.44,13,9,1,2
ANSL_43263,2015-10-11 00:00:00,2017-11-26 19:09:00,1.0,Blue Tabby,0.53,33.56,0,1,0,1
ANSL_34012,2018-09-17 00:00:00,2018-12-27 17:41:00,1.0,Tan,0.06,13.86,0,1,0,2
ANSL_23477,2015-10-08 00:00:00,2016-04-28 18:33:00,,Gray,0.23,23.5,11,4,2,4
ANSL_31850,2018-06-04 00:00:00,2018-07-10 13:17:00,2.0,Black,0.76,20.99,13,9,1,1
ANSL_27565,2018-09-16 00:00:00,2018-12-07 17:09:00,2.0,Gold,0.84,30.51,13,9,1,2
ANSL_10198,2015-10-21 00:00:00,2015-12-03 16:37:00,2.0,Black,0.09,37.47,13,9,1,1
ANSL_31038,2016-02-21 00:00:00,2017-04-15 13:40:00,1.0,Fawn,0.36,11.18,0,1,0,2
ANSL_3816,2015-10-05 00:00:00,2016-01-15 15:05:00,1.0,Brown Tabby,0.03,37.33,0,1,0,1
ANSL_40353,2016-11-10 00:00:00,2017-04-03 14:40:00,0.0,Blue,0.61,31.28,0,1,1,1
ANSL_21034,1996-01-27 00:00:00,2016-02-17 15:51:00,1.0,White,0.75,8.0,18,4,0,1
ANSL_35378,2015-08-08 00:00:00,2016-09-09 12:40:00,1.0,Brown,0.49,48.97,0,1,0,2
ANSL_36531,2012-02-08 00:00:00,2016-08-05 15:39:00,1.0,Black,0.3,34.11,0,7,0,2
ANSL_21496,2015-11-27 00:00:00,2016-01-08 14:32:00,2.0,Orange Tabby,0.88,44.48,13,9,0,1
ANSL_21533,2007-12-22 00:00:00,2015-01-16 12:01:00,1.0,Brown,0.07,40.66,0,7,0,2
ANSL_45530,2017-07-16 00:00:00,2018-07-27 17:15:00,1.0,Blue,0.88,16.74,0,1,0,2
ANSL_25286,2016-01-03 00:00:00,2016-04-11 17:27:00,0.0,Brown,0.11,8.12,0,1,1,2
ANSL_32914,2018-07-17 00:00:00,2019-02-10 00:00:00,2.0,Brown,0.51,31.02,13,9,0,0
ANSL_23791,2011-05-17 00:00:00,2016-06-24 13:50:00,0.0,Torbie,0.79,10.21,0,1,1,1
ANSL_4035,2010-12-17 00:00:00,2015-01-12 18:06:00,0.0,Tricolor,0.83,6.26,0,1,1,2
ANSL_9210,2013-03-13 00:00:00,2015-10-06 08:57:00,0.0,Brown,0.35,11.45,13,9,1,2
ANSL_36187,2016-11-07 00:00:00,2017-01-13 15:44:00,2.0,Orange Tabby,0.36,31.67,13,9,1,1
ANSL_16649,2013-09-05 00:00:00,2015-09-27 09:00:00,2.0,Black,0.49,10.96,16,9,0,1
ANSL_25292,2013-03-23 00:00:00,2016-04-22 14:40:00,1.0,Black,0.55,32.43,13,9,0,2
ANSL_49357,2003-12-28 00:00:00,2017-01-18 17:01:00,0.0,Fawn,0.56,9.66,0,7,1,2
ANSL_13453,2013-09-30 00:00:00,2015-10-24 14:56:00,1.0,Black,0.86,15.93,0,1,0,2
ANSL_9601,2015-07-17 00:00:00,2016-01-07 09:00:00,2.0,Orange Tabby,0.25,32.24,16,9,0,1
ANSL_10225,2013-07-09 00:00:00,2015-07-29 16:59:00,,Brown,0.55,12.37,15,4,2,4
ANSL_38629,2016-07-24 00:00:00,2017-04-14 00:00:00,1.0,Orange Tabby,0.73,40.1,13,9,0,1
ANSL_28068,2016-09-14 00:00:00,2016-11-21 17:37:00,2.0,Blue,0.37,10.18,13,9,0,2
ANSL_37855,2005-06-05 00:00:00,2018-08-16 16:30:00,0.0,Blue,0.91,37.51,13,9,1,1
ANSL_25943,2011-08-31 00:00:00,2016-05-20 14:59:00,0.0,Black Brindle,0.26,36.43,0,1,1,2
ANSL_14480,2015-07-08 00:00:00,2015-10-15 12:00:00,0.0,Tortie,0.93,46.33,7,1,1,1
ANSL_32937,2014-06-22 00:00:00,2016-09-02 18:30:00,0.0,Brown,0.2,28.3,7,1,1,2
ANSL_17690,2014-05-11 00:00:00,2015-06-05 18:08:00,1.0,Black,0.08,46.01,0,1,0,2
ANSL_33887,2017-07-07 00:00:00,2017-08-06 18:20:00,,White,0.13,9.82,18,4,2,1
ANSL_41958,2016-12-17 00:00:00,2017-02-08 18:34:00,2.0,Orange Tabby,0.07,47.3,18,4,0,1
ANSL_13067,2014-07-17 00:00:00,2015-08-06 11:47:00,,Gray,0.08,43.78,18,4,2,4
ANSL_11406,2015-06-30 00:00:00,2015-10-17 12:37:00,1.0,Blue,0.18,42.31,7,1,0,1
ANSL_27608,2018-01-06 00:00:00,2018-06-04 12:13:00,1.0,Lynx Point,0.43,42.24,7,1,0,1
ANSL_26547,2017-05-27 00:00:00,2017-09-07 16:40:00,0.0,Blue Tabby,0.03,20.79,7,1,1,1
ANSL_35833,2007-10-20 00:00:00,2017-11-08 13:25:00,0.0,Tricolor,0.99,40.27,7,1,1,2
ANSL_6562,2012-03-14 00:00:00,2015-04-29 15:56:00,0.0,Sable,0.39,9.97,0,1,1,2
ANSL_13952,2015-06-18 00:00:00,2015-10-26 19:34:00,1.0,Black,0.0,33.57,0,5,0,1
ANSL_17239,2015-08-25 00:00:00,2016-03-20 15:21:00,2.0,Brown Tabby,0.24,43.83,13,9,1,1
ANSL_39571,2013-11-30 00:00:00,2017-02-25 15:33:00,0.0,Black,0.13,12.6,0,1,1,2
ANSL_29323,2016-10-12 00:00:00,2017-01-05 19:07:00,0.0,Brown Tabby,0.03,5.41,0,1,1,1
ANSL_23203,2014-06-08 00:00:00,2016-07-07 12:49:00,0.0,White,0.38,18.94,0,1,1,2
ANSL_44381,2017-12-21 00:00:00,2018-03-10 18:26:00,1.0,Brown Brindle,0.69,42.05,7,1,0,2
ANSL_23328,2008-04-14 00:00:00,2016-05-16 14:57:00,1.0,Brown Tabby,0.09,23.56,0,1,0,1
ANSL_44028,2015-03-29 00:00:00,2017-08-05 11:40:00,0.0,Black,0.94,33.89,7,1,1,1
ANSL_42609,2015-11-23 00:00:00,2019-01-13 14:11:00,2.0,Tan,0.09,16.06,13,9,1,2
ANSL_26554,2018-09-04 00:00:00,2018-10-14 16:16:00,2.0,Black,0.14,11.16,13,9,0,1
ANSL_46615,2007-01-12 00:00:00,2016-10-31 18:15:00,1.0,Red,0.36,16.58,1,4,0,2
ANSL_34881,2012-09-12 00:00:00,2017-08-13 17:19:00,1.0,Black,0.51,7.67,0,1,0,2
ANSL_47651,2014-11-19 00:00:00,2018-05-20 11:28:00,0.0,Blue,0.72,38.93,0,7,1,2
ANSL_5694,2015-06-26 00:00:00,2015-09-24 18:59:00,0.0,Brown Tabby,0.08,5.29,0,1,1,1
ANSL_41145,2013-05-07 00:00:00,2016-12-28 09:47:00,1.0,White,0.61,35.32,5,4,0,2
ANSL_26322,2013-03-20 00:00:00,2016-04-11 11:05:00,1.0,Black,0.69,42.52,0,1,0,2
ANSL_34451,2004-12-21 00:00:00,2017-11-05 18:24:00,0.0,Blue,0.22,28.45,0,1,1,1
ANSL_12804,2014-06-12 00:00:00,2015-07-07 13:53:00,2.0,Brown Brindle,0.86,18.5,1,4,1,2
ANSL_25367,2015-07-07 00:00:00,2016-05-01 18:09:00,1.0,Black,0.79,21.2,0,1,0,2
ANSL_1184,2010-04-14 00:00:00,2016-03-02 16:58:00,1.0,White,0.85,34.88,0,7,0,2
ANSL_16047,2015-06-25 00:00:00,2015-08-06 15:32:00,2.0,Torbie,0.58,5.7,13,9,1,1
ANSL_30195,2005-01-15 00:00:00,2018-02-05 11:42:00,0.0,Red,0.73,6.66,0,7,1,2
ANSL_9872,2015-08-14 00:00:00,2015-10-06 16:10:00,2.0,Flame Point,0.6,26.16,13,9,0,1
ANSL_46899,2016-08-17 00:00:00,2017-03-10 15:42:00,,Brown,0.71,6.7,18,4,2,4
ANSL_39670,2008-12-29 00:00:00,2017-07-02 08:21:00,1.0,Gray,0.48,36.52,7,1,0,2
ANSL_19976,2015-07-10 00:00:00,2015-08-18 18:36:00,2.0,Tortie,0.3,34.4,13,9,1,1
ANSL_34722,2016-12-03 00:00:00,2017-02-07 12:01:00,2.0,Black,0.13,19.02,13,9,0,2
ANSL_19514,2015-07-23 00:00:00,2015-11-14 18:32:00,1.0,Sable,0.82,29.64,0,7,0,2
ANSL_36120,2015-02-23 00:00:00,2017-03-15 17:22:00,1.0,Tan,0.96,40.48,0,7,0,2
ANSL_37293,2016-08-11 00:00:00,2018-09-07 16:30:00,0.0,Red,0.02,8.7,0,1,1,2
ANSL_43430,2017-07-18 00:00:00,2017-10-03 12:14:00,2.0,Black,0.43,9.69,13,9,0,1
ANSL_28543,2013-12-13 00:00:00,2017-05-24 15:08:00,1.0,Brown Tabby,0.2,27.91,7,1,0,1
ANSL_10546,2011-06-14 00:00:00,2015-07-16 18:15:00,0.0,Tortie,0.95,39.38,0,1,1,1
ANSL_31698,2012-12-01 00:00:00,2017-12-21 11:27:00,2.0,Brown,0.53,41.18,18,4,0,2
ANSL_21148,2014-06-15 00:00:00,2015-07-06 09:48:00,2.0,White,0.9,36.46,11,4,1,4
ANSL_15340,2015-11-12 00:00:00,2016-01-17 16:08:00,2.0,Blue,0.81,45.16,13,9,1,1
ANSL_679,2003-03-08 00:00:00,2015-03-26 18:43:00,2.0,Red,0.48,17.62,18,4,1,2
ANSL_42169,2016-08-03 00:00:00,2017-08-26 15:28:00,0.0,Brown,0.83,40.47,0,7,1,2
ANSL_28318,2016-12-05 00:00:00,2017-12-29 11:46:00,2.0,White,0.73,41.51,13,9,1,2
ANSL_32987,2017-02-25 00:00:00,2018-03-24 17:36:00,1.0,Brown,0.64,45.14,0,7,0,2
ANSL_44190,2003-11-29 00:00:00,2016-08-19 18:47:00,0.0,Black,0.69,31.24,0,1,1,1
ANSL_36366,2014-12-26 00:00:00,2018-08-03 11:12:00,0.0,Black,0.45,20.8,0,7,1,2
ANSL_11833,2013-02-15 00:00:00,2015-03-09 16:28:00,2.0,Tan,0.43,14.71,1,4,0,2
ANSL_36994,2012-05-27 00:00:00,2018-06-30 18:54:00,0.0,Black,0.74,19.24,0,1,1,2
ANSL_29233,2017-12-04 00:00:00,2018-01-16 15:39:00,2.0,Black,0.34,26.16,13,9,0,1
ANSL_25435,2011-05-09 00:00:00,2016-06-01 11:52:00,0.0,Torbie,0.78,42.92,13,9,1,1
ANSL_29739,2009-08-03 00:00:00,2016-09-27 13:55:00,1.0,Red,0.86,40.5,13,9,0,2
ANSL_18334,2014-01-05 00:00:00,2015-01-31 13:18:00,0.0,Red,0.78,5.28,7,1,1,2
ANSL_27953,2017-12-17 00:00:00,2018-04-03 09:25:00,0.0,Blue,0.01,47.08,7,1,1,1
ANSL_25045,2015-04-22 00:00:00,2016-06-24 15:11:00,0.0,White,0.19,22.91,0,1,1,2
ANSL_24145,2006-03-10 00:00:00,2016-06-06 12:05:00,0.0,Brown Brindle,0.95,17.55,0,7,1,2
ANSL_5786,2013-10-10 00:00:00,2015-11-03 15:57:00,0.0,Calico,0.75,42.45,0,7,1,1
ANSL_6258,2014-11-07 00:00:00,2015-12-05 18:11:00,1.0,Tan,0.29,41.71,0,1,0,2
ANSL_42887,2016-10-14 00:00:00,2017-07-26 17:11:00,1.0,Tan,0.73,33.71,0,1,0,2
ANSL_7547,2012-11-16 00:00:00,2015-12-31 16:09:00,2.0,White,0.48,22.95,13,9,0,2
ANSL_33559,2017-07-17 00:00:00,2017-11-12 18:03:00,0.0,Blue Tabby,0.23,49.93,0,1,1,1
ANSL_41501,2003-10-03 00:00:00,2016-10-26 18:05:00,0.0,Torbie,0.53,7.48,18,4,1,1
ANSL_44523,2011-02-07 00:00:00,2017-03-04 19:43:00,1.0,Blue Tabby,0.59,44.25,16,9,0,1
ANSL_12899,2014-07-23 00:00:00,2015-05-28 12:52:00,0.0,Orange Tabby,0.21,10.5,7,1,1,1
ANSL_894,2015-11-17 00:00:00,2016-02-07 11:30:00,2.0,Black,0.6,42.79,18,4,1,1
ANSL_36444,2014-03-09 00:00:00,2017-04-07 17:40:00,0.0,Black,0.12,43.33,0,7,1,2
ANSL_30236,2017-01-29 00:00:00,2018-03-08 11:41:00,1.0,Black,0.74,5.51,13,9,0,2
ANSL_24105,2008-09-01 00:00:00,2016-07-10 16:12:00,1.0,Black,0.1,38.53,0,7,0,2
ANSL_13988,2015-06-30 00:00:00,2015-10-13 17:43:00,0.0,Black,0.02,11.6,0,1,1,1
ANSL_39167,2012-06-23 00:00:00,2018-09-15 18:58:00,0.0,Calico,0.84,35.04,0,1,1,1
ANSL_20502,2015-09-08 00:00:00,2016-01-19 09:58:00,1.0,Orange Tabby,0.33,18.92,7,1,0,1
ANSL_19415,2015-09-29 00:00:00,2016-01-21 11:58:00,1.0,Black,0.91,43.78,13,9,0,2
ANSL_21320,2014-01-18 00:00:00,2015-02-08 18:41:00,2.0,Tricolor,0.21,11.63,0,7,1,2
ANSL_18126,2013-09-24 00:00:00,2015-12-31 18:14:00,0.0,Chocolate Point,0.9,25.05,7,1,1,1
ANSL_33032,2014-02-21 00:00:00,2017-04-10 20:43:00,1.0,Lynx Point,0.52,49.39,0,1,0,1
ANSL_6981,2013-12-28 00:00:00,2016-01-23 14:31:00,2.0,Black,0.47,22.26,13,9,0,2
ANSL_3664,2015-01-18 00:00:00,2016-03-17 18:07:00,1.0,Brown,0.37,43.86,0,1,0,2
ANSL_15607,2015-11-03 00:00:00,2016-01-29 18:36:00,0.0,Red Tick,0.13,31.65,0,1,1,2
ANSL_17895,2015-07-24 00:00:00,2015-10-14 18:42:00,2.0,Brown Tabby,0.03,39.23,18,4,0,1
ANSL_19633,2015-06-14 00:00:00,2015-09-05 16:55:00,2.0,Tan,0.88,20.91,13,9,1,2
ANSL_44657,2018-06-03 00:00:00,2018-07-09 10:37:00,2.0,Tortie,0.39,11.72,13,9,1,1
ANSL_37405,2019-01-01 00:00:00,2019-03-30 19:08:00,0.0,Black,0.7,16.99,0,1,1,1
ANSL_41146,2013-03-20 00:00:00,2017-12-09 13:06:00,1.0,Brown Brindle,0.3,25.09,7,1,0,2
ANSL_28350,2018-07-05 00:00:00,2018-10-11 16:30:00,0.0,Blue Tabby,0.55,10.55,7,1,1,1
ANSL_18528,2011-12-28 00:00:00,2015-02-13 16:28:00,0.0,Blue Tabby,0.94,17.17,0,1,1,1
ANSL_35675,2018-01-01 00:00:00,2018-03-25 11:32:00,1.0,Orange Tabby,0.06,45.57,0,1,0,1
ANSL_18489,2007-01-24 00:00:00,2015-05-23 16:33:00,0.0,Blue Tick,0.99,40.18,0,1,1,2
ANSL_3799,2015-11-27 00:00:00,2016-01-08 14:33:00,2.0,Brown Tabby,0.91,19.71,13,9,1,1
ANSL_40164,2017-03-28 00:00:00,2017-07-12 17:17:00,0.0,Blue,0.19,27.28,7,1,1,1
ANSL_8715,2008-04-30 00:00:00,2015-02-06 18:22:00,1.0,Brown Tabby,0.39,20.67,18,4,0,1
ANSL_8709,2015-04-05 00:00:00,2015-10-30 13:06:00,2.0,Brown Brindle,0.27,41.38,13,9,0,2
ANSL_36553,2015-07-17 00:00:00,2018-08-21 12:23:00,0.0,Blue Tabby,0.93,22.96,0,7,1,1
ANSL_47500,2018-11-05 00:00:00,2019-03-24 08:00:00,0.0,Black,0.35,14.99,7,1,1,1
ANSL_38488,2014-08-12 00:00:00,2016-09-05 17:17:00,2.0,Black,0.49,35.99,13,9,0,1
ANSL_38898,2018-09-22 00:00:00,2018-10-27 17:36:00,2.0,Black,0.0,23.01,13,9,0,1
ANSL_19181,2012-12-26 00:00:00,2015-02-17 14:12:00,1.0,Brown Brindle,0.86,32.94,0,1,0,2
ANSL_44497,2017-06-17 00:00:00,2017-10-19 17:35:00,1.0,Orange Tabby,0.06,44.76,7,1,0,1
ANSL_507,2015-01-25 00:00:00,2015-08-27 11:29:00,0.0,Tortie,0.33,7.96,13,9,1,1
ANSL_29042,2016-08-02 00:00:00,2017-08-25 17:44:00,1.0,Tricolor,0.28,37.7,0,7,0,2
ANSL_40530,2012-07-02 00:00:00,2016-07-29 17:52:00,1.0,Blue,0.05,36.01,13,9,0,2
ANSL_41725,2011-03-22 00:00:00,2017-05-31 19:17:00,1.0,White,0.13,15.97,0,1,0,2
ANSL_42137,2018-07-14 00:00:00,2019-02-08 15:01:00,1.0,Black,0.12,7.62,0,1,0,2
ANSL_25908,2014-05-03 00:00:00,2016-07-09 16:57:00,1.0,Brown,0.13,24.18,1,4,0,2
ANSL_24085,2015-04-10 00:00:00,2016-05-01 15:52:00,,Black,0.73,12.06,15,4,2,4
ANSL_10484,2012-08-18 00:00:00,2015-10-01 15:42:00,1.0,White,0.51,23.97,0,1,0,2
ANSL_23598,2015-04-05 00:00:00,2016-05-04 16:16:00,0.0,Red,0.49,13.63,0,1,1,2
ANSL_22079,2015-09-05 00:00:00,2015-12-17 12:04:00,1.0,White,0.62,37.43,0,1,0,1
ANSL_10147,2014-06-23 00:00:00,2015-07-13 17:35:00,2.0,Black,0.76,6.64,15,4,0,4
ANSL_31871,2015-04-30 00:00:00,2017-05-24 16:55:00,1.0,Brown,0.51,41.24,0,7,0,2
ANSL_20397,2013-01-06 00:00:00,2015-02-13 23:52:00,1.0,Black,0.92,14.78,0,1,0,1
ANSL_11695,2013-04-17 00:00:00,2015-07-22 17:39:00,0.0,White,0.42,47.92,0,1,1,2
ANSL_20447,2013-02-16 00:00:00,2015-03-29 12:17:00,1.0,Chocolate,0.97,31.26,13,9,0,2
ANSL_33487,2017-02-22 00:00:00,2018-11-03 18:57:00,0.0,Tan,0.58,36.91,0,1,1,2
ANSL_10212,2015-06-24 00:00:00,2015-10-23 18:01:00,0.0,Black Smoke,0.9,13.98,7,1,1,1
ANSL_98,2014-12-16 00:00:00,2016-03-14 17:22:00,0.0,Tan,0.9,24.06,13,9,1,2
ANSL_23534,2015-11-18 00:00:00,2016-05-10 09:00:00,2.0,Cream Tabby,0.78,44.74,16,9,0,1
ANSL_19956,2015-02-22 00:00:00,2016-01-16 11:18:00,2.0,Black,0.25,8.79,13,9,0,2
ANSL_33161,2017-02-21 00:00:00,2017-05-13 18:14:00,1.0,Black,0.41,43.68,0,7,0,2
ANSL_6280,2006-05-01 00:00:00,2015-03-19 12:36:00,1.0,Brown Brindle,0.18,32.05,0,7,0,2
ANSL_23310,2014-02-17 00:00:00,2016-05-24 16:50:00,1.0,Red,0.34,17.32,0,1,0,2
ANSL_23208,2014-04-23 00:00:00,2016-06-17 16:09:00,1.0,Tricolor,0.35,18.32,0,1,0,2
ANSL_33219,2014-08-15 00:00:00,2016-09-07 16:35:00,1.0,White,0.98,18.55,0,7,0,2
ANSL_35439,2017-01-29 00:00:00,2017-06-13 00:00:00,2.0,Red,0.43,37.01,13,9,1,2
ANSL_43604,2016-06-05 00:00:00,2016-07-27 16:15:00,2.0,Lilac Point,0.8,5.21,13,9,0,1
ANSL_37341,2016-09-04 00:00:00,2018-09-29 00:00:00,1.0,Orange,0.57,31.69,17,9,0,1
ANSL_30823,2015-12-23 00:00:00,2017-01-14 09:00:00,2.0,Black,0.74,36.17,16,9,1,1
ANSL_20761,2015-07-17 00:00:00,2016-02-12 17:33:00,0.0,Black,0.23,16.16,0,1,1,2
ANSL_36877,2009-03-18 00:00:00,2018-05-21 11:58:00,1.0,Brown Tabby,0.03,28.03,0,1,0,1
ANSL_20665,2014-07-31 00:00:00,2015-04-01 12:56:00,0.0,Blue,0.28,19.75,13,9,1,1
ANSL_42561,2018-03-14 00:00:00,2018-05-24 18:27:00,0.0,Brown,0.77,48.79,7,1,1,2
ANSL_37862,2007-12-29 00:00:00,2017-01-21 17:07:00,0.0,Tan,0.16,23.26,13,9,1,2
ANSL_30159,2015-08-12 00:00:00,2017-09-21 16:16:00,0.0,Tan,0.52,22.23,0,1,1,2
ANSL_23541,2015-02-12 00:00:00,2016-07-07 17:25:00,1.0,Black,0.59,47.5,0,1,0,2
ANSL_48621,2016-09-16 00:00:00,2018-10-13 18:07:00,0.0,Tan,0.64,6.43,0,1,1,2
ANSL_15224,2012-11-29 00:00:00,2015-12-28 14:05:00,2.0,Tan,0.9,17.59,0,7,1,2
ANSL_10559,2010-05-22 00:00:00,2016-02-15 12:03:00,0.0,Calico Point,0.35,46.4,13,9,1,1
ANSL_7174,2012-09-27 00:00:00,2015-10-17 11:59:00,1.0,Seal Point,0.01,36.39,0,7,0,1
ANSL_9083,2013-06-17 00:00:00,2015-07-12 17:59:00,0.0,Tricolor,0.59,14.48,0,1,1,2
ANSL_22131,2013-04-12 00:00:00,2015-05-12 11:15:00,1.0,Red,0.53,28.38,0,7,0,2
ANSL_29525,2016-11-10 00:00:00,2017-05-06 17:21:00,0.0,Black Tabby,0.02,45.26,0,1,1,1
ANSL_49324,2014-07-10 00:00:00,2017-08-03 18:10:00,1.0,Tricolor,0.39,25.82,0,1,0,2
ANSL_17629,2012-05-23 00:00:00,2015-06-14 11:51:00,1.0,Brown Tabby,0.15,8.35,0,7,0,1
ANSL_4975,2015-02-07 00:00:00,2015-07-17 16:00:00,0.0,Buff,0.85,9.36,0,7,1,2
ANSL_18656,2010-07-06 00:00:00,2015-09-29 14:16:00,1.0,Black,0.85,40.12,0,7,0,2
ANSL_42328,2016-08-03 00:00:00,2018-08-28 18:16:00,0.0,Lynx Point,0.06,36.88,17,9,1,1
ANSL_42318,2018-04-19 00:00:00,2018-09-09 13:27:00,2.0,Tan,0.37,6.57,13,9,0,2
ANSL_31695,2000-09-07 00:00:00,2018-09-29 13:57:00,2.0,Gray,0.64,26.25,18,4,0,2
ANSL_41970,2018-07-31 00:00:00,2018-11-23 15:15:00,0.0,Black,0.34,26.0,0,1,1,1
ANSL_48549,2014-10-10 00:00:00,2016-08-30 13:46:00,0.0,White,0.97,31.81,0,7,1,2
ANSL_10746,2015-11-29 00:00:00,2016-02-27 18:42:00,2.0,Calico,0.5,45.78,0,1,1,1
ANSL_28876,2017-02-09 00:00:00,2017-07-23 00:00:00,0.0,Black,0.02,17.31,13,9,1,2
ANSL_3051,2012-01-26 00:00:00,2016-03-19 15:55:00,1.0,White,0.48,42.48,13,9,0,2
ANSL_7757,2011-08-07 00:00:00,2015-09-06 11:38:00,1.0,Black,0.78,12.1,0,7,0,2
ANSL_7998,2002-06-27 00:00:00,2015-07-26 11:46:00,0.0,Tan,0.66,16.0,0,7,1,2
ANSL_1112,2008-01-11 00:00:00,2015-02-03 15:44:00,0.0,Brown Tabby,0.67,21.42,13,9,1,1
ANSL_40937,2016-10-27 00:00:00,2017-01-28 19:15:00,1.0,Orange Tabby,0.2,19.78,0,1,0,1
ANSL_14952,2015-08-30 00:00:00,2015-12-02 17:38:00,1.0,Black,0.31,18.7,0,1,0,1
ANSL_13215,2014-01-27 00:00:00,2015-02-18 12:04:00,1.0,White,0.43,44.75,0,7,0,2
ANSL_17881,2015-05-07 00:00:00,2016-02-03 18:03:00,1.0,Brown,0.51,43.89,0,1,0,2
ANSL_122,2014-11-26 00:00:00,2015-01-16 17:41:00,,Brown,0.68,26.01,0,4,2,4
ANSL_19072,2015-08-26 00:00:00,2015-11-11 11:31:00,2.0,Calico,0.23,6.43,0,1,1,1
ANSL_44576,2012-12-29 00:00:00,2016-08-19 17:16:00,1.0,Brown,0.32,6.24,0,1,0,2
ANSL_1728,2009-12-29 00:00:00,2015-01-25 16:56:00,0.0,Black,0.94,41.27,0,1,1,2
ANSL_9928,2014-10-31 00:00:00,2015-12-03 12:10:00,0.0,Chocolate,0.67,35.79,0,1,1,2
ANSL_49175,2018-04-22 00:00:00,2018-07-16 17:14:00,0.0,Tortie,0.85,31.07,0,1,1,1
ANSL_10029,2015-08-02 00:00:00,2015-09-24 08:55:00,,Brown,0.63,24.5,15,4,2,4
ANSL_22467,2014-06-01 00:00:00,2016-06-30 18:11:00,1.0,Black,0.49,33.72,0,1,0,2
ANSL_22968,2015-03-20 00:00:00,2016-04-09 09:48:00,,Brown Tabby,0.24,10.61,18,4,2,1
ANSL_38704,2008-12-24 00:00:00,2017-08-22 13:03:00,0.0,Black,0.09,10.19,13,9,1,2
ANSL_15920,2014-05-26 00:00:00,2015-06-28 14:52:00,0.0,Black,0.5,31.67,13,9,1,2
ANSL_25739,2016-02-06 00:00:00,2016-05-05 17:26:00,0.0,White,0.62,26.93,7,1,1,1
ANSL_48403,2016-07-05 00:00:00,2016-10-10 06:52:00,1.0,Brown Tabby,0.31,23.13,7,1,0,1
ANSL_15370,2013-08-31 00:00:00,2016-03-28 18:18:00,0.0,Black,0.07,26.08,0,1,1,2
ANSL_26440,2014-04-16 00:00:00,2016-06-11 16:08:00,1.0,Black,0.36,44.61,0,1,0,2
ANSL_8191,2015-03-31 00:00:00,2015-07-07 14:07:00,2.0,White,0.66,17.92,0,7,1,2
ANSL_14313,2013-03-05 00:00:00,2016-03-20 18:23:00,1.0,Tan,0.21,13.47,0,7,0,2
ANSL_40799,2013-10-18 00:00:00,2016-11-08 12:11:00,,Gray,0.48,47.46,18,4,2,4
ANSL_37214,2016-08-22 00:00:00,2017-08-04 17:52:00,1.0,Chocolate,0.65,40.74,13,9,0,2
ANSL_40556,2016-10-18 00:00:00,2017-01-21 14:07:00,2.0,White,0.59,49.04,13,9,1,1
ANSL_12478,2015-05-27 00:00:00,2016-02-23 18:38:00,0.0,Calico,1.0,34.56,0,1,1,1
ANSL_43223,2016-11-19 00:00:00,2017-03-21 10:39:00,0.0,Brown Tabby,0.38,9.18,0,1,1,1
ANSL_28766,2015-08-04 00:00:00,2016-10-03 19:03:00,1.0,Orange Tabby,0.55,49.23,0,1,0,1
ANSL_31193,2014-02-25 00:00:00,2017-03-26 18:14:00,0.0,Black,0.07,8.47,0,7,1,2
ANSL_3139,2007-12-18 00:00:00,2015-01-28 17:17:00,0.0,Brown Tabby,0.81,45.82,0,1,1,1
ANSL_6261,2014-11-07 00:00:00,2015-01-29 13:04:00,0.0,Blue Merle,0.62,33.64,0,1,1,2
ANSL_28233,2014-12-14 00:00:00,2017-01-20 11:29:00,1.0,Red,0.56,20.28,13,9,0,2
